gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_biotype	Significance
IDH2	1976.7652725354276	2.8221493843185126	0.06220681936068684	45.367202717039106	0	0	protein_coding	Significantly Upregulated
H1-5	7682.443378720223	6.5469857800894005	0.09831581770124344	66.59137800169665	0	0	protein_coding	Significantly Upregulated
H2AX	2187.407852038856	4.185712257583999	0.09204284644179829	45.475693325398865	0	0	protein_coding	Significantly Upregulated
JPT1	1376.9782932735516	4.160629143387645	0.1060501988071947	39.232638789785824	0	0	protein_coding	Significantly Upregulated
H2AC13	3680.308561264387	6.474593063753115	0.11696004411925544	55.35730695477043	0	0	protein_coding	Significantly Upregulated
H2BC12	7036.375728209015	4.458927645189087	0.08895120934942609	50.127791154284694	0	0	protein_coding	Significantly Upregulated
ARHGAP11A	1323.6395007117674	4.56860331103026	0.10970417926264482	41.64475174726463	0	0	protein_coding	Significantly Upregulated
ARHGAP11A	1323.6395007117674	4.56860331103026	0.10970417926264482	41.64475174726463	0	0	protein_coding	Significantly Upregulated
H3C14	8665.385201689987	8.88027244166413	0.14867467462609407	59.729556926876526	0	0	protein_coding	Significantly Upregulated
H2BC18	4497.401959611544	3.4979692688425668	0.05350467958279573	65.37688471584322	0	0	protein_coding	Significantly Upregulated
SCARNA5	4137.301690019586	-2.1458579044094384	0.0522025480054577	-41.10638247361206	0	0	scaRNA	Significantly Downregulated
H4C15	10760.947873298463	4.161638217501128	0.10660643922428166	39.03740006497877	0	0	protein_coding	Significantly Upregulated
H2BC8	2329.8467071791865	3.35999450769057	0.07199787071724294	46.66797051382628	0	0	protein_coding	Significantly Upregulated
H2AC12	2206.4744874227363	6.3809180772731935	0.14604666105875252	43.690954870281075	0	0	protein_coding	Significantly Upregulated
H3C1	897.8413617152944	3.293378953877734	0.07952974631975733	41.41065583984605	0	0	protein_coding	Significantly Upregulated
H2AC8	3384.2682595711176	3.888747894612136	0.07221545764083767	53.84924532297166	0	0	protein_coding	Significantly Upregulated
H4C1	1218.6427603309803	5.146612264768896	0.12086153188142254	42.58271581249066	0	0	protein_coding	Significantly Upregulated
H3C2	6963.751514552701	10.136874507842982	0.24982477948878315	40.57593697705282	0	0	protein_coding	Significantly Upregulated
H2AC19	11367.14188368617	4.530888042722506	0.09851530476254058	45.99171726305544	0	0	protein_coding	Significantly Upregulated
PSMB9	1297.2604622663396	2.171074461179143	0.05866490310933881	37.0080635287631	8.495094124556927e-300	6.592004260786741e-297	protein_coding	Significantly Upregulated
PSMB9	1297.2604622663396	2.171074461179143	0.05866490310933881	37.0080635287631	8.495094124556927e-300	6.592004260786741e-297	protein_coding	Significantly Upregulated
PSMB9	1297.2604622663396	2.171074461179143	0.05866490310933881	37.0080635287631	8.495094124556927e-300	6.592004260786741e-297	protein_coding	Significantly Upregulated
PSMB9	1297.2604622663396	2.171074461179143	0.05866490310933881	37.0080635287631	8.495094124556927e-300	6.592004260786741e-297	protein_coding	Significantly Upregulated
PSMB9	1297.2604622663396	2.171074461179143	0.05866490310933881	37.0080635287631	8.495094124556927e-300	6.592004260786741e-297	protein_coding	Significantly Upregulated
FOXM1	1193.610866114267	4.986420469841818	0.13492816088545226	36.956113809889224	5.809622135271356e-299	4.410134681337837e-296	protein_coding	Significantly Upregulated
HDAC7	4742.948078530777	1.6421988105983294	0.04491282953863469	36.56413607131311	1.0631306771777506e-292	7.898608535397846e-290	protein_coding	Significantly Upregulated
ASF1B	833.89459244739	5.402106559933744	0.14974529368536274	36.0753011128642	5.533992857124504e-285	4.0258645120402196e-282	protein_coding	Significantly Upregulated
CDCA7	910.2248944737687	5.535673999474316	0.15359846468601235	36.039904505493595	1.9850050756183618e-284	1.4145794333779097e-281	protein_coding	Significantly Upregulated
FURIN	10048.414036952376	4.440322890854095	0.1247200321013196	35.60232318772081	1.289652681090339e-277	9.006676394198709e-275	protein_coding	Significantly Upregulated
CCNF	1274.7589470341647	4.247219594323672	0.12086774227810744	35.13939711516365	1.687820061242908e-270	1.1556272297753157e-267	protein_coding	Significantly Upregulated
H3C3	3779.359281309066	8.832229334331327	0.2517609168406966	35.08181271805575	1.2767440812716196e-269	8.573582033446862e-267	protein_coding	Significantly Upregulated
ASPM	2700.5804648148514	8.254185641241923	0.2359578559337463	34.981609781873864	4.2839012149182453e-268	2.8224442740326454e-265	protein_coding	Significantly Upregulated
CIP2A	590.3220210736362	4.008065012185118	0.11590092178034979	34.58182170268691	4.7405078253223573e-262	3.065440606526507e-259	protein_coding	Significantly Upregulated
H2BC13	1681.653598304585	6.4980177203767	0.18841429436746815	34.48792323422917	1.2170867835998755e-260	7.727173344822555e-258	protein_coding	Significantly Upregulated
CDCA3	634.0408011167879	5.583847543660772	0.16221521545787612	34.42246479714956	1.1631767087355549e-259	7.253029909345865e-257	protein_coding	Significantly Upregulated
HMGN2	5366.261402851334	1.6900210533330202	0.049657516685812114	34.033539454377994	7.111480047376247e-254	4.356592487268968e-251	protein_coding	Significantly Upregulated
PRC1	1236.397199254991	4.933521256035431	0.14520481702113977	33.97629195260912	4.9903316625153794e-253	3.004437781437492e-250	protein_coding	Significantly Upregulated
H2AC14	3001.7011840378623	8.418007425242125	0.24856112931286461	33.86695034945048	2.043357748668058e-251	1.209356088571863e-248	protein_coding	Significantly Upregulated
SGO2	786.564978323787	3.7874473238179407	0.11228620197613076	33.730300403455246	2.0793192913103183e-249	1.2101291722210835e-246	protein_coding	Significantly Upregulated
WEE1	929.7176874575787	3.212540799321534	0.09585711361168393	33.51384866787769	3.029107897775321e-246	1.733990470203548e-243	protein_coding	Significantly Upregulated
H4C9	2206.2517606191013	5.492171437791437	0.16473510581217987	33.339411236687155	1.0372547559311838e-243	5.841919164896937e-241	protein_coding	Significantly Upregulated
CLIC4	492.1091968393558	4.001062636293094	0.12077436486234916	33.12840966585291	1.1590111177592311e-240	6.424049082703905e-238	protein_coding	Significantly Upregulated
H2BC6	2566.21170390086	5.292901661979787	0.16007458043354458	33.06522277081432	9.400453128185505e-240	5.128975355986089e-237	protein_coding	Significantly Upregulated
NCAPG2	2075.05089805362	3.808488952693127	0.11554054595083169	32.962358982740405	2.8140406070287944e-238	1.5117459070282843e-235	protein_coding	Significantly Upregulated
ENSG00000269968.2	2257.6404139278607	4.130174762877399	0.1258285352840174	32.82383247611409	2.6918280073522435e-236	1.4241809422535303e-233	lncRNA	Significantly Upregulated
IQGAP1	7318.63701875776	1.3314064136014097	0.040565609960806215	32.821062345365725	2.948295573707265e-236	1.5365900468400596e-233	protein_coding	Significantly Upregulated
LMNB1	3307.314523051033	3.7103024806315084	0.1131153375943557	32.801055626400284	5.687538171137015e-236	2.9206344911460796e-233	protein_coding	Significantly Upregulated
NFIL3	1069.6591895456374	5.597943843839755	0.17102860906276618	32.73103765806429	5.65215768613903e-235	2.8604013658302722e-232	protein_coding	Significantly Upregulated
TPM3	6984.234912975035	1.8132484315469828	0.055636137945124266	32.59119878765576	5.465385078231911e-233	2.7263683078111444e-230	protein_coding	Significantly Upregulated
H3C12	1242.5324266879866	5.979560052860533	0.18347617501658783	32.59038974580721	5.611548328993994e-233	2.7598543112695953e-230	protein_coding	Significantly Upregulated
ZWINT	660.2829136229989	5.900337683023484	0.18257186452675603	32.31789135920659	3.921867082790075e-229	1.9020510647770363e-226	protein_coding	Significantly Upregulated
H2AC17	2478.12545077406	5.181797845564622	0.1603883045914413	32.30782854625384	5.430531043563434e-229	2.5976536097286514e-226	protein_coding	Significantly Upregulated
APOBEC3C	2352.282999770603	2.3940863884155514	0.07434442711754595	32.202634161539265	1.621239585928717e-227	7.650279067708766e-225	protein_coding	Significantly Upregulated
POLQ	1065.083712801242	7.4070338966272	0.23109253786141354	32.052241778006724	2.0429910225990416e-225	9.511893802418124e-223	protein_coding	Significantly Upregulated
FEN1	1142.182217508822	4.430614253317069	0.1384311428088205	32.00590678815635	9.024342072410454e-225	4.1463289582434296e-222	protein_coding	Significantly Upregulated
PNP	1770.735456959284	1.7257453925289454	0.0540106779485106	31.951929841986637	5.079178152130917e-224	2.3033743103150585e-221	protein_coding	Significantly Upregulated
MYL6	5042.0145424621805	1.9508372370453655	0.06107710391191206	31.94056548357211	7.304956686388867e-224	3.270279263230934e-221	protein_coding	Significantly Upregulated
CCNB1	1291.967172172606	6.710128835297375	0.21034656615753997	31.90034882847479	2.640476729703666e-223	1.1671241382850926e-220	protein_coding	Significantly Upregulated
H2BC14	1593.4987171589253	6.696904116191098	0.21116139685310306	31.71462310817104	9.767740048260697e-221	4.263496434315191e-218	protein_coding	Significantly Upregulated
LCP1	20836.80769377779	1.8503357195832706	0.058688813346769585	31.52791160813475	3.601235530326934e-218	1.5524881911541507e-215	protein_coding	Significantly Upregulated
PSAT1	1430.6709846823737	4.332073198565471	0.13762466090692793	31.477448663761958	1.7682821559951938e-217	7.530078610389776e-215	protein_coding	Significantly Upregulated
PTPN7	2718.054067261291	2.489824647382027	0.07958369490638813	31.285612590754074	7.323209204836734e-215	3.080953520767397e-212	protein_coding	Significantly Upregulated
CREM	848.0224483649774	3.763093215271089	0.12031706284400609	31.276471734936116	9.75008269950783e-215	4.0531325926680226e-212	protein_coding	Significantly Upregulated
H2BC3	933.1905387486923	6.00848672039766	0.19281850999350045	31.161358526213043	3.5590542200488826e-213	1.4621013448221992e-210	protein_coding	Significantly Upregulated
PHGDH	1021.7065436582054	6.707355423324225	0.21590827703365825	31.06576327446032	6.988630295477261e-212	2.83762768939268e-209	protein_coding	Significantly Upregulated
RALB	667.8544585504297	2.6249028874813862	0.08472427842721268	30.981708386415608	9.507680143378487e-211	3.8160768152486593e-208	protein_coding	Significantly Upregulated
DUSP5	2073.430313926764	6.097186423796348	0.19710842437600817	30.933159975776718	4.280261122735261e-210	1.6984367970999158e-207	protein_coding	Significantly Upregulated
H2AC16	1812.7957290001705	7.556167554171186	0.24457835671646108	30.89466973126746	1.4085425995433784e-209	5.52639314982643e-207	protein_coding	Significantly Upregulated
ECT2	782.7332318329414	5.235470734224168	0.16959894739400738	30.869712428469697	3.046819336287031e-209	1.182132048931187e-206	protein_coding	Significantly Upregulated
TPX2	2591.3686086836738	9.007653472379468	0.29261625205193104	30.783161937228513	4.403317300096805e-208	1.6896641406822015e-205	protein_coding	Significantly Upregulated
IL7R	14656.305242452092	-2.803257627399778	0.09115974456012993	-30.751047416008493	1.1839846029573514e-207	4.49386503811606e-205	protein_coding	Significantly Downregulated
APOBEC3G	1324.529912086214	2.17134596945528	0.07105985082344517	30.55657933831288	4.623879662167232e-205	1.7361425153034148e-202	protein_coding	Significantly Upregulated
ITPKB	2482.394461790821	-1.3334188774843097	0.04407714841087399	-30.251931569042938	4.920847447546147e-201	1.827990127881531e-198	protein_coding	Significantly Downregulated
CDCA8	767.4402801845137	6.585537557598544	0.21988338372593655	29.950137413779213	4.3818051693507186e-197	1.6106132074585026e-194	protein_coding	Significantly Upregulated
UPP1	1052.3396796515997	1.9997771366129802	0.06681848489386884	29.928501668203445	8.380782847278252e-197	3.048422460876138e-194	protein_coding	Significantly Upregulated
ACAA2	771.9034567392137	2.379793426471361	0.07959899535833702	29.897279679951474	2.1347245042978798e-196	7.684788140781202e-194	protein_coding	Significantly Upregulated
PPP1CA	2416.5848176831273	1.5029975590922098	0.050293887986427685	29.884298455864236	3.148071217141919e-196	1.121709171748762e-193	protein_coding	Significantly Upregulated
H4C4	3151.3546124135737	3.6657197587445016	0.12289848844133976	29.827215983166248	1.7338649348089085e-195	6.115639359453765e-193	protein_coding	Significantly Upregulated
AURKA	950.6135734099091	6.0519045144046615	0.20303839705520843	29.806699630115187	3.1987968469193052e-195	1.1169878709757522e-192	protein_coding	Significantly Upregulated
IDI1	1147.0697572606866	2.2785761559991866	0.07680357640823551	29.6675788102344	2.0123991078552128e-193	6.957521232395661e-191	protein_coding	Significantly Upregulated
GBE1	500.2899250567604	2.4396551469836623	0.08322843827567368	29.312758926256745	7.132700782931035e-189	2.4418311631291056e-186	protein_coding	Significantly Upregulated
TYMS	1795.0984669246986	7.764722584901535	0.26712418043743774	29.06783868156812	9.157752028458841e-186	3.104655758075284e-183	protein_coding	Significantly Upregulated
EPAS1	1083.0922326475707	6.035374568943068	0.21021223599394787	28.710862335895754	2.7921654479504304e-181	9.374963968940487e-179	protein_coding	Significantly Upregulated
PAQR4	523.0815599887657	5.644970129953567	0.19670062570279637	28.698282528510106	4.008241541900406e-181	1.3329884419201932e-178	protein_coding	Significantly Upregulated
SHCBP1	1076.2832680513395	9.16309862071035	0.3196213021348257	28.6686105072092	9.397845195922264e-181	3.095880720720844e-178	protein_coding	Significantly Upregulated
SQLE	695.9637323620933	2.772588405553528	0.09718232295823599	28.52976056916282	5.0085608756368097e-179	1.634522777723007e-176	protein_coding	Significantly Upregulated
SOCS1	1074.6561955285258	3.8783507716292185	0.13657978442852456	28.396228533065607	2.251012189375536e-177	7.278064318592994e-175	protein_coding	Significantly Upregulated
MSN	13765.430870511345	1.2872184723016629	0.045377649726526144	28.36679466784286	5.195495935927061e-177	1.6644176384095142e-174	protein_coding	Significantly Upregulated
DDIT4	4717.254638943437	5.61796679199115	0.1990121402763522	28.22926673814939	2.558035046497836e-175	8.120365980787086e-173	protein_coding	Significantly Upregulated
NUF2	616.7433885771417	6.282945897355133	0.22264918126513966	28.219038855899257	3.4153302414622695e-175	1.0744136639785674e-172	protein_coding	Significantly Upregulated
H2AC4	1134.2109851197665	7.036221498632037	0.2495727502284582	28.19306792184283	7.111620962967145e-175	2.2172383250522298e-172	protein_coding	Significantly Upregulated
OLMALINC	311.6448340057314	4.048348731117179	0.14405263629216858	28.103260275683464	8.93742934154674e-174	2.7618238511280586e-171	lncRNA	Significantly Upregulated
KIF2C	1217.4687286472497	6.2460643983701685	0.2226872225167481	28.04859806404208	4.154937248163964e-173	1.2726864365669953e-170	protein_coding	Significantly Upregulated
SPC24	574.7907987561986	6.790742331045504	0.24304001013786758	27.94084121043843	8.517940333848407e-172	2.5864170305882828e-169	protein_coding	Significantly Upregulated
RAB11FIP1	2881.4844056873385	2.3900334389257196	0.08571409004351875	27.883787107956838	4.196036297000554e-171	1.2631154435772615e-168	protein_coding	Significantly Upregulated
ARHGEF12	812.1127355351681	2.611463328483515	0.09379371867290763	27.84262491596719	1.3230496299855347e-170	3.948681199099563e-168	protein_coding	Significantly Upregulated
NBPF19	2078.4100343188898	-1.5595659939139357	0.05617874099758318	-27.760785774480574	1.2911820406905769e-169	3.820914040582564e-167	protein_coding	Significantly Downregulated
ABCG1	475.7408586523002	4.543719875336096	0.16371405898922758	27.753999280141688	1.559207001000081e-169	4.575289854447212e-167	protein_coding	Significantly Upregulated
EIF4G3	1124.4998397298893	2.009273500514229	0.07257305373106371	27.686219570697112	1.0231560867204815e-168	2.9772989493493745e-166	protein_coding	Significantly Upregulated
RAC2	6247.228691914129	2.051124494034732	0.07412238782272179	27.67213191971632	1.5118502958021508e-168	4.3630000395963065e-166	protein_coding	Significantly Upregulated
H2BC17	2557.669445484295	7.367946849627683	0.2663193764764849	27.665830954955872	1.8002088298007075e-168	5.1525813219517133e-166	protein_coding	Significantly Upregulated
H3C7	3397.251253047226	8.262121885316573	0.2999803346153322	27.542211711681617	5.485852169471649e-167	1.5574022106161016e-164	protein_coding	Significantly Upregulated
E2F1	829.839134475241	5.343580223623832	0.19405929921688375	27.535811193730847	6.544782647824559e-167	1.8430424619305305e-164	protein_coding	Significantly Upregulated
STIL	828.1262778395022	4.8547517216213105	0.17639840272004964	27.521517467059887	9.705311013084052e-167	2.711198042127056e-164	protein_coding	Significantly Upregulated
UBE2S	1388.317110036086	4.005514315095818	0.14576766589534343	27.4787573121439	3.1504620570829366e-166	8.731030521530085e-164	protein_coding	Significantly Upregulated
SMC2	1655.172060188233	3.2880726331813412	0.1198272679067191	27.440103497485886	9.119042606914158e-166	2.5073058959908308e-163	protein_coding	Significantly Upregulated
ENSG00000289447.3	552.2758035304797	2.8605174447998585	0.10458831244695	27.35025910520155	1.0722603970086896e-164	2.925176625245815e-162	lncRNA	Significantly Upregulated
H2AC11	4129.449341370151	3.768230475254647	0.13830721786123007	27.24536386116511	1.8859408658416835e-163	5.10505186777719e-161	protein_coding	Significantly Upregulated
IL2RB	5215.395175121672	3.074498472754742	0.11290212196799797	27.231538426055508	2.7497678217315237e-163	7.386087889772545e-161	protein_coding	Significantly Upregulated
SPAG5	1532.7739234588794	4.49639342100216	0.16568936413937776	27.137489749914163	3.5574688430731204e-162	9.482691185593151e-160	protein_coding	Significantly Upregulated
PTTG1	728.1136399570343	4.933101238338437	0.18295752872150967	26.963095057145193	4.0057711678954435e-160	1.0596782076647047e-157	protein_coding	Significantly Upregulated
RAB1B	1550.6268454244491	1.4339434589518398	0.053231271235671444	26.937990126204667	7.887321485010116e-160	2.070807360414047e-157	protein_coding	Significantly Upregulated
RBBP8	714.7163970467224	5.601183585213247	0.20847389933031732	26.867553219880197	5.260523406283647e-159	1.370837438985214e-156	protein_coding	Significantly Upregulated
NR3C2	404.27136907102243	-2.904672915531624	0.1086798252300136	-26.726882467689634	2.2930437398333426e-157	5.93116995194374e-155	protein_coding	Significantly Downregulated
H2AC7	1620.8502546752882	3.919376402850276	0.1484819824252493	26.396309766563217	1.510572805237792e-153	3.8785067489778274e-151	protein_coding	Significantly Upregulated
KLF3-AS1	201.3499737359572	-5.1823949098654545	0.19686519271791772	-26.324587085799134	1.003264241154772e-152	2.557152119480546e-150	lncRNA	Significantly Downregulated
NCAPG	1251.1954038975582	8.713624746988263	0.33153069187709144	26.283010775420664	2.9995129261787347e-152	7.589854483277915e-150	protein_coding	Significantly Upregulated
CENPN	581.4168932452764	4.52897882364984	0.17245171202126194	26.262301316506807	5.172356525876098e-152	1.2993778239357372e-149	protein_coding	Significantly Upregulated
DIAPH1	6442.3728792844295	1.080057031400015	0.041413174048182635	26.080035066701488	6.142446497974359e-150	1.532057780448333e-147	protein_coding	Significantly Upregulated
DYNC2I2	365.38427159530744	3.5730845987881867	0.1375248860255416	25.98136746046516	8.043017590385099e-149	1.9918732711961508e-146	protein_coding	Significantly Upregulated
CDK1	1240.981750700693	7.393342051918772	0.28478169622292376	25.96143695320696	1.3506792384417097e-148	3.321434389235638e-146	protein_coding	Significantly Upregulated
VIPR1	368.21574549589076	-3.081968391824828	0.11959314546865957	-25.77044344596225	1.9022286194547753e-146	4.645029451939951e-144	protein_coding	Significantly Downregulated
NCAPH	1216.6952498083326	4.81404543593503	0.18687527959620487	25.760739710126945	2.443482169598819e-146	5.925274575015358e-144	protein_coding	Significantly Upregulated
ACTG1	26704.287107310432	2.491717150686159	0.09696166269100902	25.69796228254251	1.2318216825287336e-145	2.966481471187645e-143	protein_coding	Significantly Upregulated
PLP2	1421.0630755447164	1.463514776047657	0.056968462777342944	25.689911658099273	1.515368644589794e-145	3.6243258698925357e-143	protein_coding	Significantly Upregulated
KIF15	859.6329211418158	7.527537536512739	0.2931239488946477	25.68039071832451	1.93590531503809e-145	4.598631135769732e-143	protein_coding	Significantly Upregulated
CENPK	523.2157781746201	3.2562445266178215	0.12733432710633452	25.57240141457372	3.094319194002313e-144	7.300711617254511e-142	protein_coding	Significantly Upregulated
PROB1	351.48925728539155	3.9014211469602524	0.1529812422220267	25.502611237121425	1.8440688319468253e-143	4.321680506224912e-141	protein_coding	Significantly Upregulated
H2BC9	2743.5738396902043	5.365590319929995	0.2121091277458344	25.296366907696026	3.502230109948786e-141	8.152958213953444e-139	protein_coding	Significantly Upregulated
HILPDA	317.1754817300686	4.229338657185966	0.16721486926683	25.292838344639545	3.829723495418252e-141	8.856298989172844e-139	protein_coding	Significantly Upregulated
PSMA4	1261.2844817238608	2.02661374073021	0.08020365387343897	25.26834680036146	7.120081263395232e-141	1.6356981423453823e-138	protein_coding	Significantly Upregulated
ZDHHC12	454.3776435867371	2.1752257695872346	0.08624673640209012	25.2209632541472	2.3593506976908503e-140	5.384716798213517e-138	protein_coding	Significantly Upregulated
CDCA5	1226.4065425354358	8.291500190646188	0.32898049924067324	25.20362212892245	3.6556782182510974e-140	8.289131669033122e-138	protein_coding	Significantly Upregulated
S100A11	1444.106004000961	1.631652490172439	0.06497974989649216	25.110168826004074	3.85123813620418e-139	8.676218353426694e-137	protein_coding	Significantly Upregulated
RRM2	4187.467135909941	11.416733134692336	0.4628930160101601	24.663869922033452	2.6127275663659345e-134	5.848322685252055e-132	protein_coding	Significantly Upregulated
KPNA2	2340.3355717877835	4.872202587498152	0.19788049108954386	24.621945097626668	7.353967967874796e-134	1.6356255252880254e-131	protein_coding	Significantly Upregulated
SUMO3	810.1214275672863	1.7766161648307748	0.07218301212448326	24.612663181288557	9.245265649804737e-134	2.0432622229464026e-131	protein_coding	Significantly Upregulated
KIF18A	391.38537857503024	5.957645931524292	0.2420591404800812	24.612356797220556	9.315362204792814e-134	2.0458058668500645e-131	protein_coding	Significantly Upregulated
AK4	718.3074132332172	6.353245457791556	0.2584059213222381	24.58629982348165	1.7702479638666062e-133	3.8634555406411266e-131	protein_coding	Significantly Upregulated
CDKN2D	497.05118275731843	2.111962474883828	0.08646095635988549	24.426776707083665	8.885154287639631e-132	1.927085109130983e-129	protein_coding	Significantly Upregulated
GNA15	1126.6069899544227	5.906050417764609	0.2420180589783552	24.403345943257953	1.5758845927259164e-131	3.396809511938042e-129	protein_coding	Significantly Upregulated
CENPO	743.1229461901785	3.7526231377986465	0.1541377701899141	24.34590258555717	6.406581631121465e-131	1.3724627237860762e-128	protein_coding	Significantly Upregulated
SGO1	341.4453902053309	4.323691810504862	0.17761968488211438	24.342413473903424	6.975529034215489e-131	1.4852347460107965e-128	protein_coding	Significantly Upregulated
NAGA	674.9026305287583	1.9187832923561878	0.07887490980544255	24.326915835329263	1.0177432113775333e-130	2.153853042308611e-128	protein_coding	Significantly Upregulated
SRF	1098.0916782800834	1.4200504015325677	0.058703477931441816	24.1902260576623	2.8193798232085527e-129	5.930718316061413e-127	protein_coding	Significantly Upregulated
JAK3	5507.858802388737	1.1684157815875527	0.04841633128420545	24.13267900719106	1.135105793414382e-128	2.3734586347447188e-126	protein_coding	Significantly Upregulated
ITGAX	654.9565024075694	3.5756676427344063	0.1481788836695276	24.130750307911303	1.1892802937583054e-128	2.471933248675373e-126	protein_coding	Significantly Upregulated
MAP3K8	353.03155611175066	3.454208826882065	0.14315090520346016	24.129842713691563	1.2156590172391158e-128	2.511810486566431e-126	protein_coding	Significantly Upregulated
PI4K2B	971.97874761157	2.243987210029443	0.09366394071517456	23.957856063874676	7.652641474422213e-127	1.5718975743844074e-124	protein_coding	Significantly Upregulated
DYNLL1	756.8565757158237	1.5273674080155721	0.06378896584719221	23.944069130614416	1.0652928639003009e-126	2.175377866347053e-124	protein_coding	Significantly Upregulated
ENSG00000292408.1	149.49435461779993	-4.222469410783333	0.1768418135499716	-23.877098555032383	5.298090525562358e-126	1.075604785244837e-123	lncRNA	Significantly Downregulated
H3C13	1554.546246643863	3.9291798358962513	0.16502963351820377	23.808935111419483	2.698867910174621e-125	5.447501072565757e-123	protein_coding	Significantly Upregulated
FAM111B	580.1360081543563	5.507950075107784	0.2318271521981372	23.758865270450585	8.897642145842794e-125	1.7856135982223248e-122	protein_coding	Significantly Upregulated
EZH2	1736.9103993443855	3.26640543406157	0.13750472854626655	23.754858968086427	9.787749301412112e-125	1.953019530605769e-122	protein_coding	Significantly Upregulated
DUSP6	1235.659096413732	7.286464556257164	0.30717212189495224	23.72111281227863	2.1837177592878982e-124	4.332570479350802e-122	protein_coding	Significantly Upregulated
CDT1	1670.5387028012037	5.397748693949789	0.22793417722981824	23.68117304544208	5.636854150520331e-124	1.112052599333443e-121	protein_coding	Significantly Upregulated
ENO1	24267.977693419085	3.869810838299937	0.16398749611872668	23.598206752899017	4.0210201633536474e-123	7.88820242045764e-121	protein_coding	Significantly Upregulated
SNX10	528.4634813629705	2.809867248917811	0.11917358062473889	23.5779376115726	6.49155334189562e-123	1.2663606209254365e-120	protein_coding	Significantly Upregulated
DHCR24	1659.8536608132167	4.3449897472768555	0.18455273904020394	23.54335010075532	1.468561802058836e-122	2.848928309227361e-120	protein_coding	Significantly Upregulated
BLM	1063.2329752880569	3.66396649918997	0.15598670862317307	23.48896602492745	5.288276645731253e-122	1.0202283546535337e-119	protein_coding	Significantly Upregulated
BCAT1	398.78226138337055	3.7361424369315768	0.15956079835857973	23.415165099233043	2.994648964928411e-121	5.745612483864572e-119	protein_coding	Significantly Upregulated
