gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_biotype	Significance
AKIP1	206.90027454466778	2.177650738344846	0.16306570651330762	13.354437207599688	1.1159838272210166e-40	1.2281552827192588e-37	protein_coding	Significantly Upregulated
GMPS	1912.8104590639339	1.7199226017836726	0.12917133479165435	13.315048610110015	1.8924924207587115e-40	2.02790523370721e-37	protein_coding	Significantly Upregulated
CHCHD5	171.98361772053104	1.4169423948091766	0.10645482322339081	13.310269576379689	2.017524754719696e-40	2.106451038139264e-37	protein_coding	Significantly Upregulated
CKAP5	3765.048942993984	2.1918167854898223	0.16490618822016692	13.291294942573767	2.6003856328116035e-40	2.5825634776208705e-37	protein_coding	Significantly Upregulated
SCARNA16	25.411904790505176	23.53555927895252	1.7705276402262182	13.292963489655213	2.543031985781911e-40	2.5825634776208705e-37	scaRNA	Significantly Upregulated
HADH	861.0794512032815	1.8658031254336738	0.1408625008685358	13.245562970481343	4.786788696486988e-40	4.640791641244135e-37	protein_coding	Significantly Upregulated
SNORA74B	354.6185132301808	-2.52391353312583	0.19096800926721227	-13.21642060788433	7.054179223109362e-40	6.679979622925351e-37	snoRNA	Significantly Downregulated
CHMP4B	1014.796649588456	1.0243025318588026	0.07752805365961558	13.212024338389428	7.478576813962206e-40	6.920912938357434e-37	protein_coding	Significantly Upregulated
ENSG00000270050.4	18.645530480549436	-3.0389591555908373	0.23008352985939257	-13.20806907581777	7.88204815072137e-40	7.132202636649411e-37	lncRNA	Significantly Downregulated
CLN5	861.6306275001814	-1.5384516292690267	0.11663252891475526	-13.19058793960864	9.940692224085233e-40	8.799457536359274e-37	protein_coding	Significantly Downregulated
FCGBP.1	410.7833156852001	-3.3979602187043927	0.2578116998424627	-13.180007814931345	1.1437897636514253e-39	9.909356465132423e-37	NA	Significantly Downregulated
ENSG00000184441.4	231.76166306899012	-1.6313989700604994	0.12381855987022303	-13.175722377730809	1.2106308339855188e-39	1.0269932693553404e-36	lncRNA	Significantly Downregulated
TIMM10	329.08592491997496	2.0351070674986613	0.15450671155615875	13.171641846502949	1.2778813013054924e-39	1.040680974157167e-36	protein_coding	Significantly Upregulated
PPIA	13710.97801814137	2.166065041431911	0.16444036030276166	13.17234429214233	1.266045335457446e-39	1.040680974157167e-36	protein_coding	Significantly Upregulated
KIF20B	1358.7997553975986	1.9490915168244511	0.14807554471487352	13.162818482805646	1.4362640289614549e-39	1.1467300979466957e-36	protein_coding	Significantly Upregulated
ERG28	406.8143662141397	1.5203478647809676	0.11559016219604026	13.152917479278784	1.6373276666237865e-39	1.2821220241779607e-36	protein_coding	Significantly Upregulated
PI4K2B	918.956254198346	1.8855601031193667	0.14359440381428018	13.131153116232037	2.1830673125598002e-39	1.6772135452853302e-36	protein_coding	Significantly Upregulated
C9orf40	282.8275475765599	2.0254661206569913	0.1544046814122288	13.117906154991587	2.600201606791337e-39	1.9606964671654898e-36	protein_coding	Significantly Upregulated
VPS13D	2828.751671148626	-1.119571336029625	0.0855839678943514	-13.081554449680027	4.197671969382398e-39	3.107727362205125e-36	protein_coding	Significantly Downregulated
FDFT1.1	2195.7798870323963	1.773207345530227	0.13561479460390177	13.075323755858198	4.5561994566758626e-39	3.3129265299354365e-36	NA	Significantly Upregulated
NDUFV2-AS1	71.14253933427183	-2.1125810268390617	0.1619170588823206	-13.047303609772584	6.583651800427053e-39	4.703152941431389e-36	lncRNA	Significantly Downregulated
MMP9	61.03175656308969	-6.986167035939871	0.5358702363556641	-13.037049945993006	7.531520003590284e-39	5.287516603899876e-36	protein_coding	Significantly Downregulated
SUV39H1	506.18044677809473	1.837228471163069	0.1411715480944289	13.014155443943682	1.0166002749838892e-38	7.016092643571014e-36	protein_coding	Significantly Upregulated
ZNF726	145.91417857126947	2.4036559767291052	0.1848849554504025	13.000819730699577	1.2103887379141897e-38	8.214303169854648e-36	protein_coding	Significantly Upregulated
PLXDC2	18.1141010464692	-6.956845555120172	0.5358248338707813	-12.983432486441782	1.5191663545218798e-38	1.0140808981930562e-35	protein_coding	Significantly Downregulated
SLC25A1	627.1958964719566	1.2442550971526583	0.09591649224280635	12.972274820089412	1.757362529636341e-38	1.1541620136171319e-35	protein_coding	Significantly Upregulated
VAMP7	535.5419903514572	1.1747755964352724	0.0905925067204902	12.96769058460728	1.865671318052569e-38	1.2058455619013105e-35	protein_coding	Significantly Upregulated
NRIP2	128.0794844287306	-1.8315245412287506	0.1412944826671511	-12.962463265768786	1.9972915931988844e-38	1.2429430605023764e-35	protein_coding	Significantly Downregulated
PRDX5	668.0914303305757	1.6565838403386892	0.12780507796082316	12.961799849975378	2.0146428446955188e-38	1.2429430605023764e-35	protein_coding	Significantly Upregulated
FIGNL1	750.3416064765947	1.7574470234972268	0.1355625006103124	12.964108920867279	1.9548891321881018e-38	1.2429430605023764e-35	protein_coding	Significantly Upregulated
SUZ12	1855.9641220648114	1.1544570706252029	0.08916492381173313	12.947435171511792	2.429357588668309e-38	1.476433009746043e-35	protein_coding	Significantly Upregulated
DBI	516.9465404879609	1.9841684597254519	0.15330633061141943	12.942508321816527	2.590318840469535e-38	1.5511057774276324e-35	protein_coding	Significantly Upregulated
COX5A	935.3981557018972	2.3516915922732786	0.18177870873952118	12.9371124296142	2.7787882611509647e-38	1.639847524721828e-35	protein_coding	Significantly Upregulated
SNX5	2131.8519573085564	1.9116831191359727	0.14795468674854637	12.920733781045666	3.438465660350573e-38	2.0001554746259284e-35	protein_coding	Significantly Upregulated
SUMO2	2711.8122217801724	1.5145030396921648	0.11741148152066014	12.899105096682282	4.5535436015935653e-38	2.611489322722372e-35	protein_coding	Significantly Upregulated
MPEG1	60.12091670772893	-9.463306307378238	0.7337344075466816	-12.89745473300046	4.652101506649555e-38	2.6309572395731004e-35	protein_coding	Significantly Downregulated
NCAPD3	2934.9926436036	1.8230103034435925	0.14146110466632036	12.887007405630857	5.3271122588673e-38	2.971434028339967e-35	protein_coding	Significantly Upregulated
LRRC20	166.43759104299392	1.9769204164310592	0.15344859029260624	12.883275191132956	5.591153835143017e-38	3.0765701758538987e-35	protein_coding	Significantly Upregulated
OLMALINC	322.90041405651107	2.694088099590476	0.20954190631486738	12.857037272259108	7.852928754557938e-38	4.2635120794245955e-35	lncRNA	Significantly Upregulated
ODF2	1234.8233205851398	1.5369882621041693	0.11992372137685584	12.816382317508651	1.3275127512219293e-37	7.112498910132334e-35	protein_coding	Significantly Upregulated
HDGF	3458.937157699642	1.9391353676189695	0.15134445872068986	12.812727892454221	1.3915506716143161e-37	7.358772960709525e-35	protein_coding	Significantly Upregulated
HMGA1	5281.824569140933	2.4557953422957217	0.19179757575718695	12.804100013259418	1.5551839004645651e-37	8.118658108079055e-35	protein_coding	Significantly Upregulated
SERF2	3456.7077720150423	1.1009435353720496	0.0860170067135101	12.799137954647426	1.6578129039183746e-37	8.544871346158519e-35	protein_coding	Significantly Upregulated
YWHAQ	3842.321641441133	1.9574336812016249	0.15310868024251284	12.784602924544803	1.998810426632682e-37	1.0173695220257022e-34	protein_coding	Significantly Upregulated
ENSG00000284657.2	94.16861228616234	-1.966565057538999	0.15399661455669866	-12.770183703064113	2.4058598287477958e-37	1.2094346465034753e-34	lncRNA	Significantly Downregulated
RFC3	646.175869339542	2.9106895847939964	0.2279887814901498	12.766810567474137	2.5123994676625077e-37	1.2475901698018249e-34	protein_coding	Significantly Upregulated
ENSG00000308132.1	80.86475368314072	-2.3225050908303007	0.18217023853391223	-12.749091780971405	3.153982537007853e-37	1.5473134328243707e-34	lncRNA	Significantly Downregulated
N4BP2L2	2844.4355686536874	-1.025809732370304	0.08047606093794847	-12.746768671509164	3.249369074634159e-37	1.572408276734612e-34	protein_coding	Significantly Downregulated
MYO15B	1209.8768380678634	-3.2464296826252834	0.2547022266412146	-12.745980769136954	3.2823670405079206e-37	1.572408276734612e-34	protein_coding	Significantly Downregulated
ENSG00000277476.1	82.86499531338569	-2.5524603938898087	0.2006356043027298	-12.721871587848979	4.470230601842606e-37	2.1165502311212686e-34	lncRNA	Significantly Downregulated
GPRASP1	1037.5474421102372	-4.243739472175434	0.3339529325333476	-12.70759756467078	5.365768296124169e-37	2.511364589079081e-34	protein_coding	Significantly Downregulated
ATAD5	1236.8603669800432	2.526833132263893	0.1990606230947796	12.693786912647115	6.401412846947698e-37	2.962035564941628e-34	protein_coding	Significantly Upregulated
HAT1.1	797.5218695044757	2.0386718906100305	0.16075460581441559	12.68188790163556	7.451519440495331e-37	3.4091957314329147e-34	NA	Significantly Upregulated
STK16	363.81399169175273	1.2076114958420758	0.09533479348431001	12.66705944079925	9.002629619139846e-37	4.073089727352837e-34	protein_coding	Significantly Upregulated
ATG14	393.74655272571925	-1.3841717791135089	0.10956694510305198	-12.633114647959212	1.386783499906511e-36	6.205322783812442e-34	protein_coding	Significantly Downregulated
MAD2L2	631.9431190591343	1.8887257389702372	0.14964321604612188	12.621525979421003	1.6067723992277922e-36	7.111539709147442e-34	protein_coding	Significantly Upregulated
EIF2B2	512.1861554315898	1.4119430468818455	0.11193878470018158	12.613528462575449	1.7784860178692413e-36	7.786900232432004e-34	protein_coding	Significantly Upregulated
FANCD2	1690.1194572986394	2.0327950888866613	0.16119315535446382	12.61092683753565	1.8381846847383412e-36	7.920074435908485e-34	protein_coding	Significantly Upregulated
KPNA5	526.0520032592663	-2.140383917949116	0.16973008856550562	-12.610515531093101	1.8478034121940767e-36	7.920074435908485e-34	protein_coding	Significantly Downregulated
TXN2	690.1399912659991	1.638357806391048	0.12995608949748708	12.607010665881328	1.931823127815423e-36	8.193948535574605e-34	protein_coding	Significantly Upregulated
GLRX5	331.5182696642094	1.3969538758731905	0.11087936902631268	12.598862061901531	2.142126844032921e-36	8.992295150739845e-34	protein_coding	Significantly Upregulated
ATP5PB	1745.4967577449065	1.8518036229152854	0.1472759335938526	12.57370147129443	2.9460109744834978e-36	1.2240675598978934e-33	protein_coding	Significantly Upregulated
TOPBP1	2112.478964233124	1.3484246246563687	0.10725484000721612	12.572156413320336	3.0041640029799406e-36	1.2356217579529313e-33	protein_coding	Significantly Upregulated
PFDN1	477.8197778822926	1.2945206885583866	0.10304462471128108	12.562719231454153	3.384960461222483e-36	1.3646752972328544e-33	protein_coding	Significantly Upregulated
HNRNPF	6015.580134618523	1.7745600450536045	0.14124833274145387	12.563405249546019	3.355731578273063e-36	1.3646752972328544e-33	protein_coding	Significantly Upregulated
NCAPD2	5241.743787734005	2.5101439549953066	0.19991337174613302	12.55615836534887	3.677594921532739e-36	1.4681175255871724e-33	protein_coding	Significantly Upregulated
BUD13	478.46918877383627	1.3633674967450888	0.10867765099548214	12.545058567761698	4.2310141358772284e-36	1.672647229114416e-33	protein_coding	Significantly Upregulated
NUP37	483.97150023920915	2.3538568168673684	0.18785888660301495	12.529919981063017	5.1214323231822755e-36	2.005188488150568e-33	protein_coding	Significantly Upregulated
ENSG00000280079.1	33.543659936167614	2.8582466794668706	0.2283075247105098	12.51928372965841	5.8561225030324235e-36	2.271004306675974e-33	TEC	Significantly Upregulated
RAC1	1887.2964310549394	1.2129342052822578	0.09693947010077342	12.512284253476444	6.395815554553252e-36	2.4568982411873006e-33	protein_coding	Significantly Upregulated
CALY	11.504659832740558	-5.223309645701462	0.4179567939439047	-12.497247852854613	7.728062411086342e-36	2.9409249842712594e-33	protein_coding	Significantly Downregulated
CR1	134.77854373110412	-6.594468619180221	0.527797845900174	-12.494307565680133	8.019144364958709e-36	3.0234401795995712e-33	protein_coding	Significantly Downregulated
CYBB	58.20747119028087	-7.5376634103663305	0.6044873363718596	-12.4695141764383	1.0949154429077165e-35	4.0850627252392053e-33	protein_coding	Significantly Downregulated
LCDR	56.347490442618614	-2.1660139683363586	0.17371348658848604	-12.468887769592007	1.1035558333365569e-35	4.0850627252392053e-33	lncRNA	Significantly Downregulated
CPSF3	838.9162722356501	1.9878605923962018	0.1595650184100718	12.457997449588406	1.2650748586700896e-35	4.640773258575439e-33	protein_coding	Significantly Upregulated
HAUS4	559.5837048389876	1.561237338168985	0.12556611616375804	12.43358786484154	1.7174912622422337e-35	6.188896168782436e-33	protein_coding	Significantly Upregulated
VMA21	1032.314611196573	1.084809348592436	0.08729696685791735	12.42665567473894	1.8730784770472878e-35	6.667056188565492e-33	protein_coding	Significantly Upregulated
KNTC1	2510.7513925690528	2.1404408576656793	0.17225174561887285	12.426236088205778	1.8829329347111462e-35	6.667056188565492e-33	protein_coding	Significantly Upregulated
SQLE	705.1526066243712	2.1267407657534863	0.17116882709820622	12.424813570366362	1.9167273182674046e-35	6.728208592459521e-33	protein_coding	Significantly Upregulated
JMJD7-PLA2G4B	1126.3012656842338	-1.7667161021874938	0.14235732528353315	-12.410433384223289	2.2940766660506394e-35	7.983975022642393e-33	protein_coding	Significantly Downregulated
NDC1	771.9551965847144	1.7765814371251654	0.14325251259276425	12.40174713148383	2.556870930768098e-35	8.823154866944592e-33	protein_coding	Significantly Upregulated
ZNF85	170.58928673778172	1.7908103039046146	0.14462060757471304	12.382815519423515	3.237814280618652e-35	1.1079038629622765e-32	protein_coding	Significantly Upregulated
ZNF85	170.58928673778172	1.7908103039046146	0.14462060757471304	12.382815519423515	3.237814280618652e-35	1.1079038629622765e-32	protein_coding	Significantly Upregulated
HCFC1R1	165.50450223055677	1.512218144421306	0.12224216502639534	12.370675405616204	3.7664091569891494e-35	1.2780367871953432e-32	protein_coding	Significantly Upregulated
FANCI	3691.297554314207	3.2641736580118086	0.26402601675234333	12.363075798979336	4.140067893184584e-35	1.3817985618244515e-32	protein_coding	Significantly Upregulated
CD163	49.49410962540308	-9.491389194356202	0.7676865681737289	-12.36362545320486	4.111848665382781e-35	1.3817985618244515e-32	protein_coding	Significantly Downregulated
SLC50A1	373.72323780846057	1.4120978315591395	0.11426651270541041	12.357932329655126	4.4136362876457804e-35	1.461128910541858e-32	protein_coding	Significantly Upregulated
ZC3H12B	320.92963731836113	-2.383962179875725	0.19329832252716636	-12.333072262128297	6.011035459627316e-35	1.964084623866462e-32	protein_coding	Significantly Downregulated
SLC16A1.1	929.1091304046269	2.333575843992715	0.18921662496962027	12.332826697270301	6.02938623206139e-35	1.964084623866462e-32	NA	Significantly Upregulated
ENSG00000288984.1	59.814020049726686	-1.9239732059504444	0.15619243873826216	-12.317966359271221	7.249953623379944e-35	2.3429433459556187e-32	lncRNA	Significantly Downregulated
STMN1	4420.682176332163	3.4075506319780997	0.27681578800978573	12.309813166645101	8.020864767017044e-35	2.571666082269031e-32	protein_coding	Significantly Upregulated
SLC10A1	58.11967120096083	-2.2684412338560125	0.18473711710844026	-12.279293243081426	1.1701600794102884e-34	3.722480333867776e-32	protein_coding	Significantly Downregulated
USP1	1803.4728055776789	1.242645217545935	0.10134230163373693	12.26186101473205	1.4512807491189155e-34	4.5127290699226973e-32	protein_coding	Significantly Upregulated
ENSG00000270589.1	62.865281823984574	-1.9494304274075411	0.15898363474427166	-12.261830788705007	1.4518222651830187e-34	4.5127290699226973e-32	lncRNA	Significantly Downregulated
UTY	1132.2931426087348	-1.4610662342035217	0.11924912616644597	-12.252217531256283	1.6346416845451035e-34	5.042498087347885e-32	protein_coding	Significantly Downregulated
FH	907.7006253954839	1.9651850263273085	0.16048968302791192	12.244930572799056	1.7883004895117733e-34	5.475023130257887e-32	protein_coding	Significantly Upregulated
TPM2	241.79524099633088	-2.7250210726937594	0.22274233744884822	-12.233961014796067	2.047074485765846e-34	6.220509401932797e-32	protein_coding	Significantly Downregulated
FCN1	74.21419816870636	-9.661249912222631	0.7904860665276284	-12.22191044386354	2.3743839971282077e-34	7.161669776226924e-32	protein_coding	Significantly Downregulated
LCP1	22701.434339010404	1.636255688967787	0.13391802867818228	12.218337628758444	2.481062407699511e-34	7.334612609005003e-32	protein_coding	Significantly Upregulated
MAD2L1	832.5288582701374	3.137416902163346	0.25678098243294595	12.218260372855415	2.4834209757060137e-34	7.334612609005003e-32	protein_coding	Significantly Upregulated
CIAO2A	458.2532648179061	2.001156691265788	0.1637851188264645	12.218183835041064	2.485759817389156e-34	7.334612609005003e-32	protein_coding	Significantly Upregulated
ENSG00000268362.6	457.24494550553936	-1.695917394211426	0.13884775275445738	-12.214222848896506	2.609834006639961e-34	7.645311576717453e-32	lncRNA	Significantly Downregulated
CAPN7	818.266334699612	-1.2231944526925167	0.10018422278994003	-12.209451933936082	2.767470885923881e-34	8.049189071709608e-32	protein_coding	Significantly Downregulated
RBBP4	3820.5730374757586	1.3199935367679607	0.10820318423888858	12.199211567135661	3.1384808256440637e-34	9.063531967333377e-32	protein_coding	Significantly Upregulated
SUV39H2	442.16989926946655	2.6682395093914595	0.21875579702014897	12.19734309096136	3.2113205615503244e-34	9.208574784913216e-32	protein_coding	Significantly Upregulated
PSMA3-AS1	1317.8641964557057	-1.3398565390383899	0.10985851929571411	-12.19620060080913	3.256683631616811e-34	9.273349706000344e-32	lncRNA	Significantly Downregulated
LYPLA1	981.2653135780434	2.0947952223075124	0.1718841248529519	12.187252453358473	3.6347020722064586e-34	1.0277877338762137e-31	protein_coding	Significantly Upregulated
RAB33B-AS1	185.28133809942406	-1.6462062248072757	0.1351315683852486	-12.182247601197686	3.864821166352786e-34	1.0853217453290972e-31	lncRNA	Significantly Downregulated
SPDL1	444.75516944238706	2.2761930725411945	0.1869576569740458	12.174912273623459	4.228484848627145e-34	1.1793128393921145e-31	protein_coding	Significantly Upregulated
COX8A	1280.401333977936	2.198595151913557	0.18069476167765613	12.16745372970834	4.633107624960969e-34	1.2746993877080116e-31	protein_coding	Significantly Upregulated
ENSG00000305741.1	32.77251688711622	-2.600848993495832	0.21379453866766063	-12.165179754843036	4.763954963729362e-34	1.3019025648865495e-31	lncRNA	Significantly Downregulated
CCDC34	189.69983772963033	3.0321128234929673	0.24933868425632924	12.160619330034825	5.037531732891183e-34	1.3674883642106406e-31	protein_coding	Significantly Upregulated
NBPF11	466.2368837503047	-1.1462327153272778	0.09428236330895959	-12.157445731086717	5.237067529246044e-34	1.4122394220090706e-31	protein_coding	Significantly Downregulated
TADA3	1135.9983170125447	1.532077111044886	0.12602841672702633	12.156600478155001	5.291522897058405e-34	1.4175363213507972e-31	protein_coding	Significantly Upregulated
H2AC11	4672.807106670068	2.5168928584320738	0.20736291409644234	12.137622917767702	6.6736734514742316e-34	1.7761131324874458e-31	protein_coding	Significantly Upregulated
KLF3-AS1	303.7470363949566	-4.660148703960597	0.38398743686025966	-12.136200970701324	6.790632688166155e-34	1.7955050157755695e-31	lncRNA	Significantly Downregulated
CENPM	371.6362851757351	2.9813024816531906	0.24585951711058843	12.126040580776829	7.687745498914706e-34	2.006649416476333e-31	protein_coding	Significantly Upregulated
WDR76	1173.285154433256	2.6265080880993974	0.2166236438015294	12.12475259859355	7.809568291457224e-34	2.0254637659862845e-31	protein_coding	Significantly Upregulated
PSMD9	496.6891292994564	1.1836744943325694	0.09767866186649636	12.11804576060197	8.475604385199712e-34	2.1842919934237158e-31	protein_coding	Significantly Upregulated
VDAC3	1436.170815222114	1.3784084283352884	0.11376050903445746	12.116756860834508	8.609920166170164e-34	2.204951819159012e-31	protein_coding	Significantly Upregulated
ENSG00000291066.2	708.1460402756054	-1.6643753310156861	0.13754451118565897	-12.100630673434111	1.0480289691065634e-33	2.650601962301252e-31	lncRNA	Significantly Downregulated
TBCA	538.7780647193429	1.4626584265565994	0.1210214399987707	12.085944660478809	1.2532143546870283e-33	3.1499774881790804e-31	protein_coding	Significantly Upregulated
SIN3B	990.4401437639589	-1.1026370877847764	0.09127258498519127	-12.080704057671603	1.3357108155597568e-33	3.336736729986364e-31	protein_coding	Significantly Downregulated
ENSG00000242880.3	41.215647693361525	-3.0705269626316865	0.2543690057296393	-12.071152119434126	1.5001912673157181e-33	3.7021992856865894e-31	lncRNA	Significantly Downregulated
ENSG00000286132.1	42.59347377838655	3.530371253717375	0.29246233225102575	12.071199824417706	1.499321776364141e-33	3.7021992856865894e-31	protein_coding	Significantly Upregulated
NSD2	5658.298393165904	2.31100740056993	0.19149999086392988	12.067924338503046	1.560200466598994e-33	3.8270965541833998e-31	protein_coding	Significantly Upregulated
SLC43A3	1529.4259308704454	3.4936490649662595	0.2895155051551278	12.067226116591915	1.5734918427499195e-33	3.8365876853253876e-31	protein_coding	Significantly Upregulated
CEP152	1031.7960087510505	2.057131706804963	0.17069763426847187	12.051319373117513	1.9087002474453616e-33	4.626212224745695e-31	protein_coding	Significantly Upregulated
NUDT21	2788.4407528074903	1.7403451139900565	0.14443267388808081	12.049524994175691	1.9507081446791267e-33	4.700052363502329e-31	protein_coding	Significantly Upregulated
RCCD1	591.9007106999574	2.089282039385757	0.17359310346831755	12.035512918674627	2.3119265312734154e-33	5.537608025113071e-31	protein_coding	Significantly Upregulated
CUEDC2	454.4198711948335	1.2500931740565682	0.10390205033715678	12.031458185859474	2.428335868920399e-33	5.7824215348871185e-31	protein_coding	Significantly Upregulated
TMEM106C	1078.1561111806552	2.4987763555978977	0.20781035865989353	12.024310875125545	2.647880495933277e-33	6.268549181041111e-31	protein_coding	Significantly Upregulated
C5orf34	124.19395572485789	2.3509366813064845	0.19558762755485923	12.019863989848151	2.7943102430342567e-33	6.576966403821497e-31	protein_coding	Significantly Upregulated
CALM3	6988.218524105234	1.5424773203298654	0.1284474996779612	12.008620831056323	3.201394861356527e-33	7.491815940205541e-31	protein_coding	Significantly Upregulated
SARNP	450.959405475148	1.5231193520437345	0.12697989260157416	11.994964878595688	3.7757727787690975e-33	8.785468101639936e-31	protein_coding	Significantly Upregulated
KMT5A	860.6850180879854	1.4234346429497085	0.11879453969162808	11.982323822666602	4.398195871451453e-33	1.017557600509271e-30	protein_coding	Significantly Upregulated
KDELR1	831.1607263266228	1.0263277468415624	0.08571074676139942	11.974318106207166	4.844038686242168e-33	1.0986673636414417e-30	protein_coding	Significantly Upregulated
CCDC15	171.13028159413184	1.9448523295043485	0.1624116207340525	11.974834809936574	4.813954730462302e-33	1.0986673636414417e-30	protein_coding	Significantly Upregulated
